"Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Current Rating (Amps)","Current - Saturation","DC Resistance (DCR)","Description","Device Package","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Frequency - Self Resonant","Height - Seated (Max)","Inductance","Inductance Frequency - Test","LastUpdated","Lifecycle Status","Manufacturer","Part Number","Material - Core","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Q @ Freq","Ratings","Series","Shielding","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Supplier Device Package","Library Path","Library Ref","Tolerance","Type","Value"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRP5030T.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRP5030T-R68M/118-SRP5030T-R68MCT-ND/3986020,"","","","","","","","","8.5A","14A","12mOhm Max",FIXED IND 680NH 8.5A 12 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRP5030T.PCBLIB,"","",BOURNS SRP5030T,"","","","0.118 (3.00mm)","680nH","100kHz","2020-09-02 01:22:08.477000",Active,Bourns Inc.,SRP5030T-R68M,Iron Powder,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"11",Active,"0.66","","",SRP5030T,Shielded,"0.224 L x 0.205 W (5.70mm x 5.20mm)",DigiKey,"118-SRP5030T-R68MCT-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"680nH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRP5030T.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRP5030T-1R5M/SRP5030T-1R5MCT-ND/3986023,"","","","","","","","","6A","10A","25mOhm Max",FIXED IND 1.5UH 6A 25 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRP5030T.PCBLIB,"","",BOURNS SRP5030T,"","","","0.118 (3.00mm)","1.5µH","100kHz","2020-09-02 01:22:08.453000",Active,Bourns Inc.,SRP5030T-1R5M,Iron Powder,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"12",Active,"0.66","","",SRP5030T,Shielded,"0.224 L x 0.205 W (5.70mm x 5.20mm)",DigiKey,SRP5030T-1R5MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"1.5µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-271K/SRR1280-271KCT-ND/2127438,"","","","","","","","","1.2A","1.6A","450mOhm Max",FIXED IND 270UH 1.2A 450MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","3.1MHz","0.315 (8.00mm)","270µH","100kHz","2020-09-02 01:22:09.610000",Active,Bourns Inc.,SRR1280-271K,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"13",Active,"0.65","20 @ 796kHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-271KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±10%,Wirewound,"270µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-270M/SRR1280-270MCT-ND/2127437,"","","","","","","","","3.9A","3.7A","52mOhm Max",FIXED IND 27UH 3.9A 52 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","10MHz","0.315 (8.00mm)","27µH","100kHz","2020-09-02 01:22:09.603000",Active,Bourns Inc.,SRR1280-270M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"14",Active,"0.65","26 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-270MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"27µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-390M/SRR1280-390MCT-ND/2127442,"","","","","","","","","3.2A","3.1A","70mOhm Max",FIXED IND 39UH 3.2A 70 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","8.5MHz","0.315 (8.00mm)","39µH","100kHz","2020-09-02 01:22:09.600000",Active,Bourns Inc.,SRR1280-390M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"15",Active,"0.65","24 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-390MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"39µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-821K/SRR1280-821KLCT-ND/2127452,"","","","","","","","","700mA","940mA","1.5Ohm Max",FIXED IND 820UH 700MA 1.5OHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","1.4MHz","0.315 (8.00mm)","820µH","100kHz","2020-09-02 01:22:09.597000",Active,Bourns Inc.,SRR1280-821K,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"16",Active,"0.65","20 @ 796kHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-821KLCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±10%,Wirewound,"820µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-3R3Y/SRR1280-3R3YCT-ND/6134063,"","","","","","","","","8.8A","9.8A","12mOhm Max",FIXED IND 3.3UH 8.8A 12 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","40MHz","0.315 (8.00mm)","3.3µH","100kHz","2020-09-02 01:22:09.583000",Active,Bourns Inc.,SRR1280-3R3Y,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"17",Active,"0.65","20 @ 7.96MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-3R3YCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±30%,Wirewound,"3.3µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-220M/SRR1280-220MCT-ND/2127435,"","","","","","","","","4.3A","4.1A","38.6mOhm Max",FIXED IND 22UH 4.3A 38.6MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","11MHz","0.315 (8.00mm)","22µH","100kHz","2020-09-02 01:22:09.567000",Active,Bourns Inc.,SRR1280-220M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"18",Active,"0.65","20 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-220MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"22µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-3R5Y/118-SRR1280-3R5YCT-ND/10673749,"","","","","","","","","8.8A","9.8A","12mOhm Max",FIXED IND 3.5UH 8.8A 12 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","36MHz","0.315 (8.00mm)","3.5µH","100kHz","2020-09-02 01:22:09.550000",Active,Bourns Inc.,SRR1280-3R5Y,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"19",Active,"0.65","20 @ 7.96MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,"118-SRR1280-3R5YCT-ND","","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±30%,Wirewound,"3.5µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-150M/SRR1280-150MCT-ND/2127431,"","","","","","","","","5.2A","5A","28.5mOhm Max",FIXED IND 15UH 5.2A 28.5MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","13MHz","0.315 (8.00mm)","15µH","100kHz","2020-09-02 01:22:09.527000",Active,Bourns Inc.,SRR1280-150M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"20",Active,"0.65","26 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-150MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"15µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-221K/SRR1280-221KLCT-ND/2127436,"","","","","","","","","1.6A","1.7A","400mOhm Max",FIXED IND 220UH 1.6A 400MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","3.4MHz","0.315 (8.00mm)","220µH","100kHz","2020-09-02 01:22:09.520000",Active,Bourns Inc.,SRR1280-221K,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"21",Active,"0.65","24 @ 796kHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-221KLCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±10%,Wirewound,"220µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-100M/SRR1280-100MCT-ND/2127427,"","","","","","","","","6A","6.3A","19.5mOhm Max",FIXED IND 10UH 6A 19.5 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","17MHz","0.315 (8.00mm)","10µH","100kHz","2020-09-02 01:22:09.497000",Active,Bourns Inc.,SRR1280-100M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"22",Active,"0.65","24 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-100MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"10µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-151K/SRR1280-151KCT-ND/2127432,"","","","","","","","","1.85A","1.9A","270mOhm Max",FIXED IND 150UH 1.85A 270MOHM SM,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","4.1MHz","0.315 (8.00mm)","150µH","100kHz","2020-09-02 01:22:09.473000",Active,Bourns Inc.,SRR1280-151K,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"23",Active,"0.65","24 @ 796kHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-151KCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±10%,Wirewound,"150µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-101M/SRR1280-101MCT-ND/2127046,"","","","","","","","","2.1A","2A","150mOhm Max",FIXED IND 100UH 2.1A 150MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","4.5MHz","0.315 (8.00mm)","100µH","100kHz","2020-09-02 01:22:09.450000",Active,Bourns Inc.,SRR1280-101M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"24",Active,"0.65","18 @ 796kHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-101MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"100µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-330M/SRR1280-330MCT-ND/2127440,"","","","","","","","","3.5A","3.3A","57mOhm Max",FIXED IND 33UH 3.5A 57 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","9.5MHz","0.315 (8.00mm)","33µH","100kHz","2020-09-02 01:22:09.447000",Active,Bourns Inc.,SRR1280-330M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"25",Active,"0.65","28 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-330MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"33µH"
=Value,Datasheet,https://www.bourns.com/docs/Product-Datasheets/SRR1280.pdf,DigiKey Link,http://digikey.com/product-detail/en/bourns-inc/SRR1280-180M/SRR1280-180MCT-ND/2127433,"","","","","","","","","4.8A","4.6A","35mOhm Max",FIXED IND 18UH 4.8A 35 MOHM SMD,Nonstandard,"",footprints/Power Inductors/PCB - POWER INDUCTORS - BOURNS SRR1280.PCBLIB,"","",BOURNS SRR1280,"","","12MHz","0.315 (8.00mm)","18µH","100kHz","2020-09-02 01:22:09.443000",Active,Bourns Inc.,SRR1280-180M,Ferrite,"1",Surface Mount,-40°C ~ 125°C,Nonstandard,TapeAndReel,"26",Active,"0.65","24 @ 2.52MHz","",SRR1280,Shielded,"0.492 L x 0.492 W (12.50mm x 12.50mm)",DigiKey,SRR1280-180MCT-ND,"","","","","","","","","","","",symbols/Passives/SCH - PASSIVES - INDUCTOR.SCHLIB,INDUCTOR,±20%,Wirewound,"18µH"
