"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","PartId","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"8.2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H8R2CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H8R2CA01D/490-10680-1-ND/5251425,"","","","","","","","",CAP CER 8.2PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.687000","","",Active,Murata Electronics,GRM0335C1H8R2CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"892",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-10680-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","8.2pF","50V"
General Purpose,"6.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H6R8CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H6R8CA01D/490-11341-1-ND/5333181,"","","","","","","","",CAP CER 6.8PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.607000","","",Active,Murata Electronics,GRM0335C1H6R8CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"893",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11341-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","6.8pF","50V"
General Purpose,"27pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H270JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H270JA01D/490-6124-1-ND/3845324,"","","","","","","","",CAP CER 27PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.523000","","",Active,Murata Electronics,GRM0335C1H270JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"894",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-6124-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","27pF","50V"
General Purpose,"5.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1E5R6DA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E5R6DA01D/490-17809-1-ND/8540045,"","","","","","","","",CAP CER 5.6PF 25V NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.440000","","",Active,Murata Electronics,GRM0335C1E5R6DA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"895",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-17809-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.5pF,"","5.6pF","25V"
General Purpose,"56pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H560JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H560JA01D/490-6131-1-ND/3845331,"","","","","","","","",CAP CER 56PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.357000","","",Active,Murata Electronics,GRM0335C1H560JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"896",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-6131-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","56pF","50V"
General Purpose,"82pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E820JA01D/490-11303-1-ND/5333143,"","","","","","","","",CAP CER 82PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.277000","","",Active,Murata Electronics,GRM0335C1E820JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"897",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11303-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","82pF","25V"
General Purpose,"8.2pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E8R2DA01D/490-3140-1-ND/702681,"","","","","","","","",CAP CER 8.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.187000","","",Active,Murata Electronics,GRM0335C1E8R2DA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"898",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3140-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.5pF,"","8.2pF","25V"
General Purpose,"5.6pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E5R6CA01D/490-11300-1-ND/5333140,"","","","","","","","",CAP CER 5.6PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.097000","","",Active,Murata Electronics,GRM0335C1E5R6CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"899",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11300-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5.6pF","25V"
General Purpose,"2.7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H2R7CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H2R7CA01D/490-11323-1-ND/5333163,"","","","","","","","",CAP CER 2.7PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:02.007000","","",Active,Murata Electronics,GRM0335C1H2R7CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"900",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11323-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","2.7pF","50V"
General Purpose,"1.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H1R8CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H1R8CA01D/490-11314-1-ND/5333154,"","","","","","","","",CAP CER 1.8PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.923000","","",Active,Murata Electronics,GRM0335C1H1R8CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"901",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11314-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","1.8pF","50V"
General Purpose,"82pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H820JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H820JA01D/490-11343-1-ND/5333183,"","","","","","","","",CAP CER 82PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.843000","","",Active,Murata Electronics,GRM0335C1H820JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"902",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11343-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","82pF","50V"
General Purpose,"22pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1E220JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E220JA01D/490-1253-1-ND/587960,"","","","","","","","",CAP CER 22PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.760000","","",Active,Murata Electronics,GRM0335C1E220JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"903",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-1253-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","22pF","25V"
General Purpose,"56pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1E560JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E560JA01D/490-3155-1-ND/702696,"","","","","","","","",CAP CER 56PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.673000","","",Active,Murata Electronics,GRM0335C1E560JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"904",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3155-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","56pF","25V"
General Purpose,"1.5pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E1R5CA01D/490-11287-1-ND/5333127,"","","","","","","","",CAP CER 1.5PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.590000","","",Active,Murata Electronics,GRM0335C1E1R5CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"905",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11287-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","1.5pF","25V"
General Purpose,"3pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E3R0CA01D/490-3127-1-ND/702668,"","","","","","","","",CAP CER 3PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.507000","","",Active,Murata Electronics,GRM0335C1E3R0CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"906",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-3127-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","3pF","25V"
General Purpose,"20pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H200JA01D/490-11315-1-ND/5333155,"","","","","","","","",CAP CER 20PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.423000","","",Active,Murata Electronics,GRM0335C1H200JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"907",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11315-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","20pF","50V"
General Purpose,"1.2pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E1R2CA01D/490-11285-1-ND/5333125,"","","","","","","","",CAP CER 1.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.343000","","",Active,Murata Electronics,GRM0335C1E1R2CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"908",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11285-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","1.2pF","25V"
General Purpose,"6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H6R0CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H6R0CA01D/490-14565-1-ND/6606171,"","","","","","","","",CAP CER 6PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.263000","","",Active,Murata Electronics,GRM0335C1H6R0CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"909",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14565-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","6pF","50V"
General Purpose,"8.2pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E8R2CA01D/490-11305-1-ND/5333145,"","","","","","","","",CAP CER 8.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.187000","","",Active,Murata Electronics,GRM0335C1E8R2CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"910",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11305-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","8.2pF","25V"
General Purpose,"8pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E8R0CA01D/490-12681-1-ND/5797650,"","","","","","","","",CAP CER 8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.107000","","",Active,Murata Electronics,GRM0335C1E8R0CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"911",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-12681-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","8pF","25V"
General Purpose,"2.2pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E2R2CA01D/490-11293-1-ND/5333133,"","","","","","","","",CAP CER 2.2PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:01.020000","","",Active,Murata Electronics,GRM0335C1E2R2CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"912",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11293-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","2.2pF","25V"
General Purpose,"6.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1E6R8CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E6R8CA01D/490-13323-1-ND/5973335,"","","","","","","","",CAP CER 6.8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.940000","","",Active,Murata Electronics,GRM0335C1E6R8CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"913",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-13323-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","6.8pF","25V"
General Purpose,"6.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1E6R8DA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E6R8DA01D/490-14552-1-ND/6606158,"","","","","","","","",CAP CER 6.8PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.853000","","",Active,Murata Electronics,GRM0335C1E6R8DA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"914",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14552-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.5pF,"","6.8pF","25V"
General Purpose,"20pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E200JA01D/490-9618-1-ND/4865764,"","","","","","","","",CAP CER 20PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.773000","","",Active,Murata Electronics,GRM0335C1E200JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"915",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-9618-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","20pF","25V"
General Purpose,"30pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E300JA01D/490-12677-1-ND/5797646,"","","","","","","","",CAP CER 30PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.690000","","",Active,Murata Electronics,GRM0335C1E300JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"916",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-12677-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","30pF","25V"
General Purpose,"2.7pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E2R7CA01D/490-11970-1-ND/5403177,"","","","","","","","",CAP CER 2.7PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.607000","","",Active,Murata Electronics,GRM0335C1E2R7CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"917",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11970-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","2.7pF","25V"
General Purpose,"5pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H5R0CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H5R0CA01D/490-14563-1-ND/6606169,"","","","","","","","",CAP CER 5PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.530000","","",Active,Murata Electronics,GRM0335C1H5R0CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"918",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-14563-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","5pF","50V"
General Purpose,"39pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E390JA01D/490-11295-1-ND/5333135,"","","","","","","","",CAP CER 39PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.453000","","",Active,Murata Electronics,GRM0335C1E390JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"919",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11295-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","39pF","25V"
General Purpose,"2pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H2R0CA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H2R0CA01D/490-11319-1-ND/5333159,"","","","","","","","",CAP CER 2PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.370000","","",Active,Murata Electronics,GRM0335C1H2R0CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"920",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11319-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","2pF","50V"
General Purpose,"3.3pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E3R3CA01D/490-11297-1-ND/5333137,"","","","","","","","",CAP CER 3.3PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.287000","","",Active,Murata Electronics,GRM0335C1E3R3CA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"921",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11297-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±0.25pF,"","3.3pF","25V"
General Purpose,"68pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1E680JA01D/490-11301-1-ND/5333141,"","","","","","","","",CAP CER 68PF 25V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.173000","","",Active,Murata Electronics,GRM0335C1E680JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"922",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11301-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","68pF","25V"
General Purpose,"30pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0335C1H300JA01-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0335C1H300JA01D/490-11324-1-ND/5333164,"","","","","","","","",CAP CER 30PF 50V C0G/NP0 0201,"0201 (0603 Metric)","","",,,,"C0201N,C0201L,C0201M",,,"","2020-09-02 00:59:00.080000","","",Active,Murata Electronics,GRM0335C1H300JA01D,"1","Surface Mount, MLCC",-55°C ~ 125°C,"0201 (0603 Metric)",CutTape,"923",Active,"0.10","",GRM,"0.024 L x 0.012 W (0.60mm x 0.30mm)",DigiKey,"490-11324-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.013 (0.33mm)",±5%,"","30pF","50V"
