"Applications","Capacitance","Comment","ComponentLink1Description","ComponentLink1URL","ComponentLink2Description","ComponentLink2URL","ComponentLink3Description","ComponentLink3URL","ComponentLink4Description","ComponentLink4URL","ComponentLink5Description","ComponentLink5URL","ComponentLink6Description","ComponentLink6URL","Description","Device Package","Failure Rate","Features","Footprint Path","Footprint Path 2","Footprint Path 3","Footprint Ref","Footprint Ref 2","Footprint Ref 3","Height - Seated (Max)","LastUpdated","Lead Spacing","Lead Style","Lifecycle Status","Manufacturer","Part Number","Minimum Order","Mounting Type","Operating Temperature","Package / Case","Packaging","Part Status","Price","Ratings","Series","Size / Dimension","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","Supplier 3","Supplier Part Number 3","Supplier 4","Supplier Part Number 4","Supplier 5","Supplier Part Number 5","Supplier 6","Supplier Part Number 6","Library Path","Library Ref","Temperature Coefficient","Thickness (Max)","Tolerance","Type","Value","Voltage - Rated"
General Purpose,"2700pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J272KE19L/490-8153-1-ND/4380446,"","","","","","","","",CAP CER 2700PF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.107000","","",Active,Murata Electronics,GRM022R60J272KE19L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-8153-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","2700pF","6.3V"
General Purpose,"22pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG220JC-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG220JC-W/587-5763-1-ND/7431291,"","","","","","","","",CAP CER 22PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.113000","","",Active,Taiyo Yuden,TMK042CG220JC-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",CutTape,Active,"0.10","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5763-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","22pF","25V"
General Purpose,"12pF",=Value,Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/0101YA120JAT2A/478-6439-1-ND/2521895,"","","","","","","","",CAP CER 12PF 16V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.130000","","",Active,AVX Corporation,"0101YA120JAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.05","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-6439-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","12pF","16V"
General Purpose,"0.033uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM022R60J333ME15-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J333ME15L/490-9977-1-ND/5026257,"","","","","","","","",CAP CER 0.033UF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.153000","","",Active,Murata Electronics,GRM022R60J333ME15L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-9977-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±20%,"","0.033uF","6.3V"
General Purpose,"0.068uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM022R60J683ME15-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J683ME15L/490-9979-1-ND/5026259,"","","","","","","","",CAP CER 0.068UF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.157000","","",Active,Murata Electronics,GRM022R60J683ME15L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-9979-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±20%,"","0.068uF","6.3V"
General Purpose,"0.022uF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM022R60J223KE15-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R60J223KE15L/490-9975-1-ND/5026255,"","","","","","","","",CAP CER 0.022UF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.160000","","",Active,Murata Electronics,GRM022R60J223KE15L,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-9975-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","0.022uF","6.3V"
General Purpose,"12pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E120GA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E120GA03L/490-13466-1-ND/6048208,"","","","","","","","",CAP CER 12PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.163000","","",Active,Murata Electronics,GRM0225C1E120GA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13466-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±2%,"","12pF","25V"
General Purpose,"56pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E560GA02-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E560GA02L/490-10165-1-ND/5026032,"","","","","","","","",CAP CER 56PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.170000","","",Active,Murata Electronics,GRM0225C1E560GA02L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-10165-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±2%,"","56pF","25V"
General Purpose,"0.8pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1ER80WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1ER80WA03L/490-13806-1-ND/6048548,"","","","","","","","",CAP CER 0.8PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.173000","","",Active,Murata Electronics,GRM0225C1ER80WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13806-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","0.8pF","25V"
General Purpose,"270pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=EMK042CG271JC-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/EMK042CG271JC-W/587-6217-1-ND/9563146,"","","","","","","","",CAP CER 270PF 16V C0G/NP0 1005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.177000","","",Active,Taiyo Yuden,EMK042CG271JC-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-6217-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","270pF","16V"
General Purpose,"240pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=EMK042CG241JC-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/EMK042CG241JC-W/587-6216-1-ND/9563145,"","","","","","","","",CAP CER 240PF 16V C0G/NP0 1005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.180000","","",Active,Taiyo Yuden,EMK042CG241JC-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-6216-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","240pF","16V"
General Purpose,"220pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK042B7221KC-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK042B7221KC-W/587-5911-1-ND/7675031,"","","","","","","","",CAP CER 220PF 10V X7R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.183000","","",Active,Taiyo Yuden,LMK042B7221KC-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5911-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.009 (0.22mm)",±10%,"","220pF","10V"
General Purpose,"120pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM022R71A121KA01L/490-8617-1-ND/4519318,"","","","","","","","",CAP CER 120PF 10V X7R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.207000","","",Active,Murata Electronics,GRM022R71A121KA01L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-8617-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.009 (0.22mm)",±10%,"","120pF","10V"
General Purpose,"220pF",=Value,Datasheet,http://www.samsungsem.com/kr/support/product-search/mlcc/CL02B221KP2NNNC.jsp,DigiKey Link,http://digikey.com/product-detail/en/samsung-electro-mechanics/CL02B221KP2NNNC/1276-1218-1-ND/3889304,"","","","","","","","",CAP CER 220PF 10V X7R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.223000","","",Active,Samsung Electro-Mechanics,CL02B221KP2NNNC,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.04","",CL,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"1276-1218-1-ND","","","","","","","","","","",,capacitors\capacitor,X7R,"0.009 (0.22mm)",±10%,"","220pF","10V"
General Purpose,"0.1uF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/01016D104KAT2A/478-10060-1-ND/6564282,"","","","","","","","",CAP CER 0.1UF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.227000","","",Active,AVX Corporation,"01016D104KAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.04","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-10060-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","0.1uF","6.3V"
General Purpose,"1000pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X5R_01005_4V-to-25V_V10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0100KRX5R5BB102/311-3657-1-ND/8024746,"","","","","","","","",CAP CER 1000PF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.240000","","",Active,Yageo,CC0100KRX5R5BB102,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",CC,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"311-3657-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","1000pF","6.3V"
General Purpose,"0.7pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1ER70WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1ER70WA03L/490-13804-1-ND/6048546,"","","","","","","","",CAP CER 0.7PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.253000","","",Active,Murata Electronics,GRM0225C1ER70WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13804-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","0.7pF","25V"
General Purpose,"0.6pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1ER60WA03-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1ER60WA03L/490-13802-1-ND/6048544,"","","","","","","","",CAP CER 0.6PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.253000","","",Active,Murata Electronics,GRM0225C1ER60WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13802-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","0.6pF","25V"
General Purpose,"0.9pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1ER90WA03L/490-13808-1-ND/6048550,"","","","","","","","",CAP CER 0.9PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.257000","","",Active,Murata Electronics,GRM0225C1ER90WA03L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-13808-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.05pF,"","0.9pF","25V"
General Purpose,"47pF",=Value,Datasheet,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM0225C1E470GA02-01.pdf,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E470GA02L/490-10133-1-ND/5026000,"","","","","","","","",CAP CER 47PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.260000","","",Active,Murata Electronics,GRM0225C1E470GA02L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-10133-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±2%,"","47pF","25V"
General Purpose,"10000pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=LMK042BJ103KC-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/LMK042BJ103KC-W/587-6135-1-ND/8619538,"","","","","","","","",CAP CER 10000PF 10V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.263000","","",Active,Taiyo Yuden,LMK042BJ103KC-W,"1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.02","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-6135-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","10000pF","10V"
General Purpose,"27pF",=Value,Datasheet,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,DigiKey Link,http://digikey.com/product-detail/en/murata-electronics/GRM0225C1E270GA02L/490-10067-1-ND/5025934,"","","","","","","","",CAP CER 27PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.280000","","",Active,Murata Electronics,GRM0225C1E270GA02L,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",GRM,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"490-10067-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±2%,"","27pF","25V"
General Purpose,"22pF",=Value,Datasheet,http://www.yageo.com/documents/recent/UPY-NP0X5R_01005_4V-to-25V_V10.pdf,DigiKey Link,http://digikey.com/product-detail/en/yageo/CC0100JRNPO7BN220/311-3656-1-ND/8024745,"","","","","","","","",CAP CER 22PF 16V NPO 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.283000","","",Active,Yageo,CC0100JRNPO7BN220,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",CC,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"311-3656-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","22pF","16V"
General Purpose,"15pF",=Value,Datasheet,http://datasheets.avx.com/C0GNP0-Dielectric.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/0101YA150JAT2A/478-6440-1-ND/2521896,"","","","","","","","",CAP CER 15PF 16V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.287000","","",Active,AVX Corporation,"0101YA150JAT2A","1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.04","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-6440-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±5%,"","15pF","16V"
General Purpose,"100pF",=Value,Datasheet,http://datasheets.avx.com/cx5r.pdf,DigiKey Link,http://digikey.com/product-detail/en/avx-corporation/01016D101KAT2A/478-6436-1-ND/2521892,"","","","","","","","",CAP CER 100PF 6.3V X5R 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.290000","","",Active,AVX Corporation,"01016D101KAT2A","1","Surface Mount, MLCC",-55°C ~ 85°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.04","",-,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"478-6436-1-ND","","","","","","","","","","",,capacitors\capacitor,X5R,"0.009 (0.22mm)",±10%,"","100pF","6.3V"
General Purpose,"5pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG050BD-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG050BD-W/587-5705-1-ND/7431233,"","","","","","","","",CAP CER 5PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.307000","","",Active,Taiyo Yuden,TMK042CG050BD-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5705-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","5pF","25V"
General Purpose,"4.6pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG4R6BD-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG4R6BD-W/587-5701-1-ND/7431229,"","","","","","","","",CAP CER 4.6PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.307000","","",Active,Taiyo Yuden,TMK042CG4R6BD-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5701-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","4.6pF","25V"
General Purpose,"4.5pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG4R5BD-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG4R5BD-W/587-5700-1-ND/7431228,"","","","","","","","",CAP CER 4.5PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.310000","","",Active,Taiyo Yuden,TMK042CG4R5BD-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5700-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","4.5pF","25V"
General Purpose,"4.3pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG4R3BD-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG4R3BD-W/587-5698-1-ND/7431226,"","","","","","","","",CAP CER 4.3PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.317000","","",Active,Taiyo Yuden,TMK042CG4R3BD-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5698-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","4.3pF","25V"
General Purpose,"4.2pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG4R2BD-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG4R2BD-W/587-5697-1-ND/7431225,"","","","","","","","",CAP CER 4.2PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.317000","","",Active,Taiyo Yuden,TMK042CG4R2BD-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5697-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","4.2pF","25V"
General Purpose,"4pF",=Value,Datasheet,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=TMK042CG040BD-W &u=M,DigiKey Link,http://digikey.com/product-detail/en/taiyo-yuden/TMK042CG040BD-W/587-5695-1-ND/7431223,"","","","","","","","",CAP CER 4PF 25V C0G/NP0 01005,"01005 (0402 Metric)","","",,,,"Capacitor-MLCC\C01005N,Capacitor-MLCC\C01005L,Capacitor-MLCC\C01005M",,,"","2020-09-02 01:27:43.320000","","",Active,Taiyo Yuden,TMK042CG040BD-W,"1","Surface Mount, MLCC",-55°C ~ 125°C,"01005 (0402 Metric)",TapeAndReel,Active,"0.01","",M,"0.016 L x 0.008 W (0.40mm x 0.20mm)",DigiKey,"587-5695-1-ND","","","","","","","","","","",,capacitors\capacitor,"C0G, NP0","0.009 (0.22mm)",±0.1pF,"","4pF","25V"
