Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Resistor,RMCF0402JT3R90,resistors\0402_1005Metric,3.9,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,RES 3.9 OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,AC0402FR-07243KL,resistors\0402_1005Metric,243k,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,RES SMD 243K OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RC0402JR-071M8L,resistors\0402_1005Metric,1.8M,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,RES SMD 1.8M OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,CRCW04022R40FKED,resistors\0402_1005Metric,2.4,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 2.4 OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,AC0402FR-07604KL,resistors\0402_1005Metric,604k,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,RES SMD 604K OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,CRCW04021K60FKEDC,resistors\0402_1005Metric,1.6k,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/28773/crcwce3.pdf,RES SMD 1.6K OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,RMCF0402FT237R,resistors\0402_1005Metric,237,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.seielect.com/catalog/sei-packaging.pdf,RES 237 OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RC0402JR-0743RL,resistors\0402_1005Metric,43,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,RES SMD 43 OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RC0402JR-0736RL,resistors\0402_1005Metric,36,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,RES SMD 36 OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,CRCW04026R98FKED,resistors\0402_1005Metric,6.98,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 6.98 OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,RK73H1ETTP6803F,resistors\0402_1005Metric,680k,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.1W, 1/10W",,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 680K OHM 1% 1/10W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RMCF0402FT2M37,resistors\0402_1005Metric,2.37M,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,RES 2.37M OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RK73H1ETTP6201F,resistors\0402_1005Metric,6.2k,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.1W, 1/10W",,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 6.2K OHM 1% 1/10W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RK73H1ETTP3R32F,resistors\0402_1005Metric,3.32,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.1W, 1/10W",,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 3.32 OHM 1% 1/10W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,CRCW04024M32FKED,resistors\0402_1005Metric,4.32M,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 4.32M OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,RK73H1ETTP2493F,resistors\0402_1005Metric,249k,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.1W, 1/10W",,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 249K OHM 1% 1/10W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,CRCW040262R0JNED,resistors\0402_1005Metric,62,±5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 62 OHM 5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,RMCF0402FT4R75,resistors\0402_1005Metric,4.75,±1%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,RES 4.75 OHM 1% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RT0402DRE0724K9L,resistors\0402_1005Metric,24.9k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 24.9KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE071K54L,resistors\0402_1005Metric,1.54k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 1.54KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE075K11L,resistors\0402_1005Metric,5.11k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 5.11KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0733KL,resistors\0402_1005Metric,33k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 33K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0712K7L,resistors\0402_1005Metric,12.7k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 12.7KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE077K87L,resistors\0402_1005Metric,7.87k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 7.87KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE071K74L,resistors\0402_1005Metric,1.74k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 1.74KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0712K1L,resistors\0402_1005Metric,12.1k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 12.1KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE073K4L,resistors\0402_1005Metric,3.4k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 3.4K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0716K5L,resistors\0402_1005Metric,16.5k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 16.5KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE074K7L,resistors\0402_1005Metric,4.7k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 4.7K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE071K78L,resistors\0402_1005Metric,1.78k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 1.78KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE073K9L,resistors\0402_1005Metric,3.9k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 3.9K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE072K2L,resistors\0402_1005Metric,2.2k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 2.2K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0724R9L,resistors\0402_1005Metric,24.9,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 24.9 OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0749K9L,resistors\0402_1005Metric,49.9k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 49.9KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0730K1L,resistors\0402_1005Metric,30.1k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 30.1KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0743KL,resistors\0402_1005Metric,43k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 43K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0712KL,resistors\0402_1005Metric,12k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 12K OHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,RT0402DRE0717K8L,resistors\0402_1005Metric,17.8k,±0.5%,,"R0402N,R0402L,R0402M",0402 (1005 Metric),R,"0.063W, 1/16W",,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf,RES SMD 17.8KOHM 0.5% 1/16W 0402,Surface Mount,0.039 L x 0.020 W (1.00mm x 0.50mm),2,±50ppm/°C,-55°C ~ 155°C,,Yageo,,,
