Part Type,Part Number,Schematic Part,Part Value,Tolerance,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Temperature Coefficient,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
Resistor,RK73B3ATTE163J,resistors\2512_6432Metric,16k,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.koaspeer.com/catimages/Products/RK73B/RK73B.pdf,RES 16K OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RK73B3ATTE1R8J,resistors\2512_6432Metric,1.8,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.koaspeer.com/catimages/Products/RK73B/RK73B.pdf,RES 1.8 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RMCF2512FT340R,resistors\2512_6432Metric,340,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,RES 340 OHM 1% 1W 2512,Surface Mount,0.248 L x 0.126 W (6.30mm x 3.20mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,CRM2512-JW-2R7ELF,resistors\2512_6432Metric,2.7,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 2.7 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-1R5ELF,resistors\2512_6432Metric,1.5,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 1.5 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-3R6ELF,resistors\2512_6432Metric,3.6,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 3.6 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-2R0ELF,resistors\2512_6432Metric,2,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 2 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRL2512-JW-R820ELF,resistors\2512_6432Metric,820m,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CRL.pdf,RES 0.82 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 125°C,,Bourns Inc.,,,
Resistor,CR2512-JW-100ELF,resistors\2512_6432Metric,10,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 10 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-JW-101ELF,resistors\2512_6432Metric,100,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 100 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-J/-2R2ELF,resistors\2512_6432Metric,2.2,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 2.2 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-JW-510ELF,resistors\2512_6432Metric,51,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 51 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-JW-200ELF,resistors\2512_6432Metric,20,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 20 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-JW-680ELF,resistors\2512_6432Metric,68,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 68 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-J/-1R0ELF,resistors\2512_6432Metric,1,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 1 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CR2512-JW-221ELF,resistors\2512_6432Metric,220,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.bourns.com/docs/Product-Datasheets/CR2010.pdf,RES SMD 220 OHM 5% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-200ELF,resistors\2512_6432Metric,20,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 20 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-473ELF,resistors\2512_6432Metric,47k,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 47K OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-223ELF,resistors\2512_6432Metric,22k,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 22K OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-510ELF,resistors\2512_6432Metric,51,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 51 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,CRM2512-JW-511ELF,resistors\2512_6432Metric,510,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.bourns.com/docs/Product-Datasheets/CRM.pdf,RES SMD 510 OHM 5% 2W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Bourns Inc.,,,
Resistor,RMCF2512FT560R,resistors\2512_6432Metric,560,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,RES 560 OHM 1% 1W 2512,Surface Mount,0.248 L x 0.126 W (6.30mm x 3.20mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,WSL2512R0400FEB18,resistors\2512_6432Metric,40m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,http://www.vishay.com/docs/31057/wslhigh.pdf,RES 0.04 OHM 1% 2W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,GMR100HTCFIR220,resistors\2512_6432Metric,220m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,3W,,http://rohmfs.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/gmr-e.pdf,RES 0.22 OHM 1% 3W 2512,Surface Mount,0.252 L x 0.126 W (6.40mm x 3.20mm),2,±20ppm/°C,-55°C ~ 170°C,,Rohm Semiconductor,,,
Resistor,PU2512FKMP50R002L,resistors\2512_6432Metric,2m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,5W,,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=PU2512FKMP50R002L,RES 0.002 OHM 1% 5W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Yageo,,,
Resistor,PU2512FKM130R005L,resistors\2512_6432Metric,5m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,4W,,http://www.yageo.com/NewPortal/_en/search/productDocs.jsp?YageoPartNumber=PU2512FKM130R005L,RES 0.005 OHM 1% 4W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Yageo,,,
Resistor,WSL2512R0160FEA,resistors\2512_6432Metric,16m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.016 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0240FEA,resistors\2512_6432Metric,24m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.024 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0220FEA,resistors\2512_6432Metric,22m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.022 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0350FEA,resistors\2512_6432Metric,35m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.035 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0560FEA,resistors\2512_6432Metric,56m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.056 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0390FEA,resistors\2512_6432Metric,39m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.039 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0180FEA,resistors\2512_6432Metric,18m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.018 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0270FEA,resistors\2512_6432Metric,27m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.027 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0110FEA,resistors\2512_6432Metric,11m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.011 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R0130FEA,resistors\2512_6432Metric,13m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.013 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSLP2512R0100FEA,resistors\2512_6432Metric,10m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,3W,,http://www.vishay.com/docs/30122/wslp.pdf,RES 0.01 OHM 1% 3W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,HCS2512FTL300,resistors\2512_6432Metric,300 µOhms,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,3W,,https://www.seielect.com/catalog/sei-hcs.pdf,RES 300 UOHM 1% 3W 2512,Surface Mount,0.256 L x 0.128 W (6.50mm x 3.25mm),2,±150ppm/°C,-55°C ~ 170°C,,Stackpole Electronics Inc,,,
Resistor,WSL2512R2200FEA,resistors\2512_6432Metric,220m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.22 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R1800FEA,resistors\2512_6432Metric,180m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.18 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R4700FEA,resistors\2512_6432Metric,470m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,,RES 0.47 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,WSL2512R3500FEA,resistors\2512_6432Metric,350m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.vishay.com/docs/30100/wsl.pdf,RES 0.35 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±75ppm/°C,-65°C ~ 170°C,,Vishay Dale,,,
Resistor,PA2512FKF070R004E,resistors\2512_6432Metric,4m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.yageo.com/documents/recent/PYu-PA_E_51_RoHS_10.pdf,RES 0.004 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.125 W (6.35mm x 3.18mm),2,±100ppm/°C,-55°C ~ 170°C,,Yageo,,,
Resistor,ERJ-1TNF1371U,resistors\2512_6432Metric,1.37k,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 1.37K OHM 1% 1W 2512,Surface Mount,0.252 L x 0.126 W (6.40mm x 3.20mm),2,±100ppm/°C,-55°C ~ 155°C,,Panasonic Electronic Components,,,
Resistor,ERJ-1TNF4020U,resistors\2512_6432Metric,402,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,RES SMD 402 OHM 1% 1W 2512,Surface Mount,0.252 L x 0.126 W (6.40mm x 3.20mm),2,±100ppm/°C,-55°C ~ 155°C,,Panasonic Electronic Components,,,
Resistor,RPC2512JT82R0,resistors\2512_6432Metric,82,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1.5W,,https://www.seielect.com/catalog/sei-rpc.pdf,RES 82 OHM 5% 1.5W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RPC2512JT820R,resistors\2512_6432Metric,820,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1.5W,,https://www.seielect.com/catalog/sei-rpc.pdf,RES 820 OHM 5% 1.5W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RL73H3AR91FTE,resistors\2512_6432Metric,910m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,RES 0.91 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,TE Connectivity Passive Product,,,
Resistor,RPC2512JT39R0,resistors\2512_6432Metric,39,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1.5W,,https://www.seielect.com/catalog/sei-rpc.pdf,RES 39 OHM 5% 1.5W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RPC2512JT12R0,resistors\2512_6432Metric,12,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1.5W,,https://www.seielect.com/catalog/sei-rpc.pdf,RES 12 OHM 5% 1.5W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RL73H3AR51FTE,resistors\2512_6432Metric,510m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,RES 0.51 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,TE Connectivity Passive Product,,,
Resistor,RPC2512JT680R,resistors\2512_6432Metric,680,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1.5W,,https://www.seielect.com/catalog/sei-rpc.pdf,RES 680 OHM 5% 1.5W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,RL73H3AR75FTE,resistors\2512_6432Metric,750m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,RES 0.75 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,TE Connectivity Passive Product,,,
Resistor,RL73H3AR56FTE,resistors\2512_6432Metric,560m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773269&DocType=DS&DocLang=English,RES 0.56 OHM 1% 1W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,TE Connectivity Passive Product,,,
Resistor,CSRN2512FTR510,resistors\2512_6432Metric,510m,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,2W,,https://www.seielect.com/catalog/sei-csr_csrn.pdf,RES 0.51 OHM 1% 2W 2512,Surface Mount,0.250 L x 0.124 W (6.35mm x 3.15mm),2,±200ppm/°C,-55°C ~ 155°C,,Stackpole Electronics Inc,,,
Resistor,AC2512JK-074R7L,resistors\2512_6432Metric,4.7,±5%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,RES SMD 4.7 OHM 5% 1W 2512,Surface Mount,0.250 L x 0.122 W (6.35mm x 3.10mm),2,±200ppm/°C,-55°C ~ 155°C,,Yageo,,,
Resistor,CRCW25125R11FKEG,resistors\2512_6432Metric,5.11,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 5.11 OHM 1% 1W 2512,Surface Mount,0.248 L x 0.124 W (6.30mm x 3.15mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
Resistor,RK73H3ATTE20R0F,resistors\2512_6432Metric,20,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 20 OHM 1% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RK73H3ATTE1002F,resistors\2512_6432Metric,10k,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 10K OHM 1% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RK73H3ATTE5111F,resistors\2512_6432Metric,5.11k,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 5.11K OHM 1% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,RK73H3ATTE1500F,resistors\2512_6432Metric,150,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.koaspeer.com/catimages/Products/RK73H/RK73H.pdf,RES 150 OHM 1% 1W 2512,Surface Mount,0.248 L x 0.122 W (6.30mm x 3.10mm),2,±100ppm/°C,-55°C ~ 155°C,,"KOA Speer Electronics, Inc.",,,
Resistor,CRCW25127K87FKEG,resistors\2512_6432Metric,7.87k,±1%,,"R2512N,R2512L,R2512M",2512 (6432 Metric),R,1W,,http://www.vishay.com/docs/20035/dcrcwe3.pdf,RES SMD 7.87K OHM 1% 1W 2512,Surface Mount,0.248 L x 0.124 W (6.30mm x 3.15mm),2,±100ppm/°C,-55°C ~ 155°C,,Vishay Dale,,,
